Person;Affiliation;PrimaryKey
Shri N.S. Shegokar; Deputy Engineer and Public Work Division;3420
Shri A.S. Borse; Jr. Engineer of Public Work Division;3420
Shri Sunil Vaskar; Editor Rashtriya Satta;3421
Dr. N.A. Debholkar; Chairman Maharashtra Andhashradha Nirmulan Samiti;3424
Dainik Ratanagri; Tarun Bharat;3424
Ms. Shobha Sakharwade; Secretary Prakriti Resource Centre for Women and Development;3425
Dr. S.B. Majumdar; Director Symbiosis International Cultural & Education Centre;3426
Shri Umesh K. Ramsanghani; Municipality Officer Anti-encroachment Department;3429
Shri Avinash Parekh;through Advocate Mumbai;3430
Shri Atul S. Tungare; Advocate Mumbai;3430
Shri Avinash Parekh;through Advocate Mumbai;3431
Shri Atul S. Tungare; Advocate Mumbai;3431
Shri R.D. Mehta; Mahalakshmi Temple Charities;3433
Shree Managing Trustee; Mahalakshmi Temple Charities;3433
Shri Ramkrishna B. Kala; Police Head Constable;3434
Shri Lalit Sheth; Chairman and Managing Director Shree Raj Travels & Tours Ltd.;3435
Shri Subhash Harchand Chaudhari; President Amalner Municipal Council;3436
Shri V.S. Chaudhri; Board of School Education;3437
Shri K.N. Sardana; Principal DPS;3438
Nishpaksha Pratidin; Hindi daily;3440
Sh. M. Hussain Mistri; Vice-President Kargha Co-Opera-tive Society Ltd.;3441
Shri L.A. Khan; Quality Inspector Food Corpora-tion of India;3443
Shri L.A. Khan; Quality Inspector Food Corpora-tion of India;3444
Principal; National Inter College;3447
Shri M. Qamruzzama Qamar; President Garden Reach Ship Builder & Engineers Ltd.;3448
Shri Shivnath Prasad Singh; Principal Rajkeey Buniyadi Vidhayalaya;3450
Shri Mohd. Khalid Kureshi; Sahar Congress Committee (I);3456
Maha Mantri; Sahar Congress Committee (I);3456
Smt. Tanvir Fatma; Women's Hospital;3458
Chief Medical Superintendent; Women's Hospital;3458
Capt. Jai Narain Nishad; Minister Prasad Environment & Forest;3459
Dr. B.K. Sinha; IPS;3460
Ms. Mariam Khatoon; Dy. General Secretary National Colliery Workers Federation;3461
Shri Peer Mohammed; Director East-West Travel Link Ltd.;3468
Shri Peer Mohammed; Director East-West Travel Link Ltd.;3469
Shri M. Mohan Babu; M.P. Rajya Sabha;3473
Shri G. Babu Rao; Chief Exec. Officer Zilla Parishad;3474
Shri Rajeshwar Prasad; Assistant Finance Section;3475
Dr. Shashi Lata; S. I-cum-O.C.;3476
Dr. Shashi Lata; S. I-cum-O.C.;3477
Shri Deodutt Prasad; MLA;3478
Shri T.P. Singh; Managing Director Bihar State Road Nigam Transport;3479
Shri M.D.N. Panicker; General Secretary Rourkela Shramik Sangh;3481
Dr. (Mrs.) Μ.Κ. Sharma; Professor & Head Department of Obst. & Gynae;3482
Dr. (Mrs.) V.K. Singh; Professor & Head Department of Obst. & Gynae;3482
Dr. Y.S. Sachan; Superintendent and CMO Com-munity Health Centre;3483
Smt. Malti Chaudhary; CMO Govt. Women's Hospital;3483
Dr. Y.S. Sachan; Superintendent and CMO Com-munity Health Centre;3484
Smt. Malti Chaudhary; CMO Govt. Women's Hospital;3484
Shri Ahibaran Saroj; Manager Fatehpur Indane Gas Agency;3485
Editor; Dainik Jagran;3485
Shri Govardhan Rangacharya; Executive Chairman Rangji Mandir Trust;3487
Shri Chander Prakash; Superintendent of Police;3491
Vinay Bagla; Chairman Neha Exports Limited;3494
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3495
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3496
Editor; Dinamalar;3496
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3497
Editor; Malai Malar;3497
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3498
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3499
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3500
Editor; Makkal Kural;3500
Dr. (Mrs.) A.L. Geetha; Joint Secretary All India Mahila Congress (I);3501
Shri Saroop Lal; Pres-ident Andaman Nicobar Territorial Congress Committee (I);3506
Additional Dy. Com-missioner & Chief Executive Officer; DRDA;3507
Shri Sunil Kumar Barnwal; Topper of Civil Services;3509
Shri C.K. Anil; Dy. Director (Admn.) Indira Gandhi Institute of Medical Science;3510
Prof. Brahma Chellaney; Centre for Policy Research;3511
Shri C.S. Rajan; Sec-retary Agriculture;3513
Shri Jagbir Singh;. Chief of Mahila Shishu Kalyan Samiti;3514
Smt. Kamlesh Mishra; Saraswati Educational So-ciety;3514
Shri G. Sekharan Nair; Senior Reporter The Mathrubhumi;3515
Shri G. Rajendra Babu; Manager Eenadu Telugu daily;3521
Shri Ram Chander Choudhary; Department of Information & Publicity;3522
Director General; Department of Information & Publicity;3522
Shri Anil Dwivedi; Advocate Samajvadi Party;3525
Mohd. Islam; Opthalmic Assistant Deputy Research Officer Primary Health Centre;3526
Editor; Dainik Jagran;3526
Shri Ramesh Chandra Thagela; Assistant Director. Infor-mation;3527
Editor; Chandausi Ki Udan;3528
Thakur Chander Bhushan Singh; Hony. Secretary Deep Sahkari Grah Nirman Samiti-Simit;3532
Dr. Urmila Sinha; B.P. Sinha Memorial Clinic;3533
Shri Basant Ram; Principal Usha Commercial Insti-tute;3534
Shri Basant Ram; Principal Usha Commercial Insti-tute;3535
Shri Mohd. Ibrahim Khan; Chief Editor Dehati News;3536
Shri Md. Ibrahim Khan; Dehati News;3537
Chief Editor; Dehati News;3537
Shri Md. Ibrahim Khan; Dehati News;3538
Chief Editor; Dehati News;3538
Shri Md. Ibrahim Khan; Dehati News;3539
Chief Editor; Dehati News;3539
Raag Anurag; Hindi fortnightly;3540
Shri Sayedullah Mongrum; MLA;3545
Shri M.K. Jos; Mem-ber & Spokesman All Goa Citizens Committee for Social Justice & Action;3546
Shri Sau Tipubai Ratanchand Jain;(Mutha) Religious and Charitable Trust;3547
Shri Abis A. Rizvi; Election Agent Samajwadi Party;3548
Shri Omkar Bhaway; Vishwa Hindu Parishad;3552
Joint General Secretary; Vishwa Hindu Parishad;3552
Special Sec-retary; Ministry of Home Affairs;3553
Special Sec-retary; Ministry of Home Affairs;3554
Shri R.D. Arya; National Savings;3556
Deputy Regional Director; National Savings;3556
Shri R.D. Arya; National Savings;3557
Deputy Regional Director; National Savings;3557
Shri R.D. Arya; National Savings;3558
Deputy Regional Director; National Savings;3558
Shri R.D. Arya; National Savings;3559
Deputy Regional Director; National Savings;3559
Shri Eliyas Azmi; M.P. Lok Sabha;3560
Shri Haji Abdul Qadeer; Chairman Committee for Peace and Relief;3564
Shri Balwant Singh; IAS;3565
Shri Kumar Alok; Director Information Cultural Af-fairs and Tourism;3566
Dr. Leo Rebello; President All India (Press) Letter Writers Association;3573
Assistant Convenor; District Public Relations Office;3579
Dr. Kalpana Kannabiran; Secunderabad Women & Media;3587
Shri C.V. Ajitha; Convenor Women & Media;3587
Dr. Kalpana Kannabiran; Secunderabad Women & Media;3588
Shri C.V. Ajitha; Convenor Women & Media;3588
Sh. Vijay Kumar Salwan; Deputy Forest Ranger Wild Life;3589
Sh. Banwari Lal Bhatt; Swaran Jayanti Samaroh Sanyojan Samiti;3590
Sh. Ishwar Lal Khatri; Editor Satyapur Times;3591
Dr. (Ms.) Harshwanti Bisht; Reader and Head of the Department of Economics;3593
Dy. Director; Animal Husbandary Department;3594
Sh. Bansi Lal; General Secretary All India Anti Corruption Organisation;3595
Sh. K. L. Mahaley; Professor of History;3599
Welfare Officer; Indian Audit and Accounts Department;3603
Sh. K. B. Jandial; Director Information Government of Jammu and Kashmir;3605
Sh. Preet Pal Singh; Correspondent Transport Varta;3606
Shri Rajesh Jain; Correspondent Dainik Tribune;3606
Shri N. R. Bansal; National General Secretary World Humanity Council;3607
Shri Suresh Kumar Garg; Corres-pondent of Rashtriya Sahara;3607
Sh. Rajaram Tripathi; Mayor Nagar Palika Nigam;3608
Sh. Prabhunath Mishra; Sanghathan Mantri;3613
Sh. Indorilal Jain; Journalist/President Khargon Zila Patrakar Sangh;3614
Shri Rameshchander Sharma; Editor / Publisher/ Printer Nimad Kranti;3614
Sh. Sunil Kumar Pal; Chartered Electrical Engineer London NWB;3615
Director/Addl. Secretary; Information and Publicity and Tourism. Department;3616
Shri Chand Mehra; Director Enchante Jewellery Ltd.;3618
Sh. Surendra Singh; Member Secretary National Council for Teacher Education;3619
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3620
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3621
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3622
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3623
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3624
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3625
Shri Surendra Singh; Member Secretary National Council for Teacher Education;3626
Sh. Vimal Mehta; President Maharishi Dayanand Education Society;3635
Sh. Gurdeep Singh Bhatti; Press Correspondent;3636
Smt. Durgawati Pandey; District President BJP;3637
Editor; Day-Night Hindi;3637
Sh. Satya Prakash; General Manager Telecom;3639
Sh. Harish Paliwal; Journalist;3640
Sh. Shivchand Singh; Manager Dayanand Bal Sadan;3643
Sh. Premraj Nogia; Junior Telecom-munication officer;3647
Organising Secretary; Arya Samaj Siksha Sabha;3648
Fr. Pius D. Souza; Secretary Diocese of Bareilly Education Society;3650
Sh. Yusuf Khan; Deputy Registrar Co-operative Societies;3652
Director, Public Relations; Chandigarh Administration;3653
Ms. Mangalam Swaminathan;Assistant Director (I & PR) Indira Gandhi National Centre for the Arts;3654
Sh. H. W. T. Syiem; Chief Secretary Govt. of Meghalaya;3656
Sh. Pranabandu Bhattacharjee; Head of the Department of Botany;3657
Sh. Prasanta Chattopadhyay; Mayor Calcutta Municipal Corporation;3658
Editor; Bihar Observer;3659
Sh. Vinod Kumar Dudani; the then Assistant Commissioner Commercial Taxes;3662
Editor; Nai Baat;3662
Sh. Chandra Shekhar Giri; Director National Educational Council;3664
Thakur Chandra Bhushan Singh; Hony. Secretary Deep Sahakari Grih Nirman Samiti;3665
Shri N. K. Sundaray; IAS;3667
Shri Ashok Kumar Pattanaik; Correspondent Pragatibadi;3667
Shri I. C. Bahera; OAS (I) Jr. Sub-Collector;3670
Sh. Kashaba Chandra Sethi; Sr. Section Supervisor D E Telecom;3671
Sh. Yudhistira Nayak; OAS;3672
Sh. Yudhistira Nayak; OAS;3673
Sh. Yudhistira Nayak; OAS;3674
Sh. Yudhistira Nayak; OAS;3675
Mrs. Shashikala R. Gaur; Sister-in- Charge New Civil Hospital;3685
Sh. P.V. Kohok; Superintendent State Custom Excise;3686
Dr. K. J. Parate; Hon. Secretary Rashtra Seva Samaj;3687
Sr. Thelma Gonsalves; Chairperson Society for High Education for Women;3688
Sr. Thelma Gonsalves; Chairperson Society for High Education for Women;3689
Sr. Thelma Gonsalves; Chairperson Society for High Education for Women;3690
Sh. Anil Gote; President Samajvadi Janata Party (Maharashtra);3691
Sh. Satish Lakhande; Public Relations Officer c/o the Maharashtra Legislative Council;3694
Dy. Chairman; Maharashtra Legislative Council;3694
Sh. Kirit Somaiya; President BJP Mumbai;3697
Dayanand Nene; Press Secretary BJP;3697
Sh. Kirit Somaiya; President BJP Mumbai;3698
Dayanand Nene; Press Secretary BJP;3698
Sh. Kirit Somaiya; President BJP Mumbai;3699
Dayanand Nene; Press Secretary BJP;3699
Sh. Kirit Somaiya; President BJP Mumbai;3700
Dayanand Nene; Press Secretary BJP;3700
Sh. Kirit Somaiya; President BJP Mumbai;3701
Dayanand Nene; Press Secretary BJP;3701
Sh. Kirit Somaiya; President BJP Mumbai;3702
Dayanand Nene; Press Secretary BJP;3702
Sh. Arun Singh; Director U.P. Hindi Sansthan;3706
Shri R. K. Vaishya; Deputy Inspector General of Police;3707
Editor; Dainik Jagran;3707
Sh. S. P. Ghuliani; Vice-President  Works Sugar;3708
Director; Magna Agro Industries Limited;3709
Sh. Ram Autar; Executive Engineer National Highway Division;3710
Sh. Atul Kumar Aggarwal; then Divisional Forest Officer;3712
Postgraduate Students; Department of Obstetric & Gynaecology;3713
Sh. M. A. Subramaniam; General Secretary State Transport Employees and General Workers Union Madras;3714
Sh. C. Kappusami; President Labour Progressive Federation;3715
Sh. H. M. Veerabhadraswamy; Cooperative Societies;3716
Joint Registrar; Cooperative Societies;3716
Sh. S. D. Kumani; President The Bijapur District Hamaliar Sangh;3717
Editor; Kannada Daily;3717
Rajamarga; Kannada Daily;3717
Sh. Chidre Sankrayya Swamy; Deputy Director Public Instruction;3718
Sh. G. E. Narayana Gowda; Nehru Yuva Kendra;3719
Sh. M. A. Krishnaiah; Secretary Ambala Circle Teachers Associations;3721
Mr. Chandrappa; Inspector of Police;3722
Mr. K. M. Abraham; Chairman Travancore Cement Ltd.;3724
Kannada Jana Antharanga; M/s. Publications (P) Ltd.;3727
Chitra; Publications (P) Ltd.;3727
Sh. V. Subbaram Reddy; Advocate;3728
Sh. C Ilangovan; Advocate;3729
Sh. N. Nandhivaraman; General Secretary Dravida Peravai;3730
Sh. N. Nandhivaraman; General Secretary Dravida Peravai;3731
Dy. General Manager;(PR) Haryana State Industrial Development Corporation Ltd.;3733
Adviser to the Administrator; Chandigarh Administration;3734
Sh. Vikas Pratap; IAS;3735
Dr. P. K. Bajpai; Honý. Director Utthan;3736
Sh. Shri Praveen Jain; Electronics Union;3739
Shri Ramesh Rathi; AFSO;3740
Shri Ramesh Rathi; AFSO;3741
Dr. Khemariya; General Manager Milk Co-operative Union;3744
President; M.P. Karamchari Congress;3748
Smt. Sharda Soni; Mahila Congress (I);3749
Lt. Col. Karmachandran; Education Branch;3750
Sh. Pauranik Ram Shukla; Chief Editor Saptahik Shramsudha;3751
Sh. Prakash Sonkar; Ex-MLA;3752
Sh. Arif Mohd. Khan, M.P.; Lok Sabha;3753
Sh. Vijay Goel; MP. Lok Sabha;3754
Shri Darshan Singh; Director (Research) Indian Council of World Affairs;3755
Shri S. U. Khan; Assistant Abkari Commissioner;3756
Dr. Bharat Singh; Medical Superin-tendent;3759
Shri B. K. Panigrahi; IAS;3760
Shri Avinash Puri; Editor Pista Insan;3762
Shri Suresh Kumar Jain; Hony. Secretary Sh. Parshvnath Digamber Jain Mandir;3763
Shri Shiv Bhagwan; Delhi through M/s. Arun Anil and Associates;3766
Ms. Ritu Suri; Project Coordinator South Asian Foundation;3768
Shri M. R. Ananthaswamy; Hon'ble Secretary Shri Rama Mandira;3769
Shri Om Prakash Gupta; President Palwal Press Club;3770
Dr. Jasbir Singh Ahluwalia; Vice-Chancellor Punjab University;3771
Editor; Super Service of News;3772
Shri Roop Narayan Prasad; Treasury Gorakhpur;3774
Joint Director; Treasury Gorakhpur;3774
Shri S. P. Singh; Foreman Central Workshop;3775
Shri Chaman Sharma; Public Relations Officer U.P. State Road Transport Corporation;3776
Shri Chaman Sharma; Public Relations Officer U.P. State Road Transport Corporation;3777
Smt. Ratna Botham; Primary Health Centre;3778
Health Inspector; Primary Health Centre;3778
Sh. Janmed Singh Yadav; Correspondent of Amar Ujala;3778
Shri D. K. Singh; Proprietor Messers Tradegem's India;3779
Shri V. K. Jain; District Jail;3780
Senior Superintendent; District Jail;3780
Shri Raheel; Correspondent Nishpaksh Pratidin;3782
Shri Ashish Gupta; Superintendent of Police;3785
Maulana Mohd. Saeed Noori; Raza Academy;3786
Shri A. Sayeed Ismail; General Secretary Muslim Lekhakara Sangh;3789
Shri V. Jeganathan; IPS;3790
Shri V. Jeganathan; IPS;3791
Dr. Pawan Sharma; Iskcon Devotee;3793
Secretary; Shiromani Gurudwara Prabhandak Committee;3794
Sr. Dorothy Beck; Coordinator Pushpa Kalyan Kendra;3795
Maj. General Arjun Ray; VSM;3796
Maj. General Arjun Ray; Addl. Director General (Information) Indian Army;3797
Ms. Jaya Jaitly; General Secretary Samata Party;3799
Sh. Sunil Chaddha; Chacha General Store;3808
Under Secretary;to the Govt. of Assam;3812
Under Secretary;to the Govt. of Assam;3813
General Manager; Sin-ghal Pesticides;3814
Secretary; Consumers' Protection Council;3823
Sh R. G. Goel; Addl. Director of Education (Sport) Delhi Govt.;3825
Pt. Vishnu Kant Shukla; Head of Hindi Deptt;3826
Sh H. N. Nanda Kumar; Municipal Councillor;3827
Sh. Mukunddas Mahesh-wari; President Narmada Nursery;3832
Sh. Mahendra Kumar; Proprietor Shankar Namkeen Bhan-dar;3834
Sh. Paritosh Chakravar-ty; Dy. Public Relations Manager SECL;3835
Saptahik Gurudev; Hindi Weekly;3836
Dr. R. L. Modi; Medical Officer;3837
Chief Guest; Hindi weekly;3839
Smt. Jaiwanti Sheokand; IAS;3841
Sh. K. K. Singh; Asstt. Commissioner of Income Tax;3845
Sh. R. Chander Kureel; District Industrial Centre;3847
G. M.; District Industrial Centre;3847
Sh. P. K. Sharma; Reader Department of Economics;3848
Asstt. General Manager (F&A); State Bank of Indore;3849
Sh. Mukand Ballabh Sharma;of Manglam Gas Service of Rajasthan;3850
Sh Mukand Ballabh Sharma;of Manglam Gas Service of Rajasthan;3851
Sh Mukand Ballabh Sharma;of Manglam Gas Service of Rajasthan;3852
Sh Mukand Ballabh Sharma;of Manglam Gas Service of Rajasthan;3853
Sh. Jaswin Jassi; c/o Arohi Cinematics;3854
Sh. Telu Ram Mittal; Secretary The Jind Cement Dealer Association;3858
Sh. V. K. Sircar; Chair-man Sales-Tax Tribunal;3859
Secretary; M/s. Malabar Cement Ltd.;3860
Sh. M. P. Singh; Deputy Forest Conservator;3861
Sh. S. C. Sharma; Distt. Secretary Oriental Bank Staff Association;3863
Joint Director; Infor-mation Deptt.;3864
Sh. Dharmendra Dev; the then D. M.;3865
Sh. Dharmendra Dev; the then D. M.;3866
Sh. K. P. Singh; IPS;3868
Sh. Rajesh Kumar, M.P.; Lok Sabha;3869
Md. Hassan Rizvi; MLA and Chief Whip Jharkhand Mukti Morcha;3870
Sh. Khursheed Ali; Assistant Supdt. of Education;3876
Sh. Sunder Lal Bahuguna; Save Himalaya Move-ment;3877
Sh. Kanwal Singh Sandhu; Coopera-tive Societies;3878
Deputy Registrar; Coopera-tive Societies;3878
Sh. P. C. Jain; Editor-in-Chief The Page;3879
Sh. Laxman Singh Solanki; Karkardooma Courts;3880
Metropolitan Magistrate; Karkardooma Courts;3880
Sh. R. C. Sharma; DG National Museum;3881
Headmaster; Special Schools;3882
Deputy Manager; National Handloom Development Corporation;3883
Deputy Manager; Na-tional Handloom Development Cor-poration;3884
Sh. Satya Pal Dang; Ex-MLA;3887
Sh. S. C. Kakar; MD ODCL;3888
Md. Azam Khan; Cabinet Minister Govt. of U.P.;3889
Dr. S. K. Kacker; Direc-tor AIIMS;3890
Sh. P. Upendra; Rajya Sabha;3891
M.P.; Rajya Sabha;3891
Sh. D. R. Singh; Bio Chemist Horticulture Experiments & Training Centre;3892
Dr. S. V. Gharpure;of Dr. Gharpure's Clinic;3893
Dr. A. R. Khan; Orthopedic Surgeon Distt. Hospital;3894
Sh. D. D. Agarwal; General Secretary Akhil Bhartiya Jana Sangh;3899
States-man; English daily;3899
Amar Ujala; Hindi daily;3900
Sh. V. K. Jain; Ministry of Home Affairs;3903
Special Secretary; Ministry of Home Affairs;3903
Sh. Ravinder Panwar; DM;3904
